ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,GOOD_REPUTATION
5021332,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,0,0,1
5021334,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,-19,C,1
5021335,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,-33,X,1
5021336,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,0,0,1
5021337,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,0,0,1
5021338,F,0,1,0,0,5,4,3,5,3,1,1,0,0,0,Cooking staff,2.0,0,C,1
5021339,M,1,1,3,8,5,4,3,5,5,7,1,0,0,0,UNKOWN,5.0,-10,C,1
5021340,M,1,1,3,8,5,4,3,5,5,7,1,0,0,0,UNKOWN,5.0,0,C,1
5021341,M,1,1,3,8,5,4,3,5,5,7,1,0,0,0,UNKOWN,5.0,0,C,1
5021342,M,1,1,3,8,5,4,3,5,5,7,1,0,0,0,UNKOWN,5.0,0,0,1
5021343,M,1,1,3,8,5,4,3,5,5,7,1,0,0,0,UNKOWN,5.0,0,C,1
5021344,M,0,1,0,1,5,2,3,5,5,4,1,0,0,0,Laborers,2.0,0,0,1
5021346,F,1,1,0,8,5,2,3,5,6,3,1,0,0,0,Sales staff,2.0,0,0,0
5021347,F,0,0,0,0,5,2,3,4,8,6,1,1,1,0,UNKOWN,2.0,0,C,1
5021348,F,0,0,0,0,5,2,3,4,8,6,1,1,1,0,UNKOWN,2.0,0,0,1
5021349,F,0,0,0,0,5,2,3,4,8,6,1,1,1,0,UNKOWN,2.0,-9,X,1
5021350,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,0,1
5021353,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,0
5021359,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,-43,0,1
5021360,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,0
5021361,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,1
5021362,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,1,0
5113104,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,0
5113105,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,0
5113106,M,1,0,0,7,5,2,3,5,2,0,1,0,0,0,Laborers,2.0,0,C,0
5021354,F,0,1,2,0,5,3,3,0,6,7,1,0,0,0,Core staff,4.0,0,0,1
5021355,F,0,1,2,0,5,3,3,0,6,7,1,0,0,0,Core staff,4.0,0,C,1
5021358,F,0,1,2,0,5,3,3,0,6,7,1,0,0,0,Core staff,4.0,0,X,1
5021365,M,0,1,0,8,3,2,3,5,3,0,1,0,0,0,Drivers,2.0,0,C,1
5021366,M,0,1,0,8,3,2,3,5,3,0,1,0,0,0,Drivers,2.0,0,C,1
5021367,M,0,1,0,8,3,2,3,5,3,0,1,0,0,0,Drivers,2.0,0,C,1
5021368,M,0,1,0,8,3,2,3,5,3,0,1,0,0,0,Drivers,2.0,0,C,1
5021370,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-15,C,1
5021371,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,0,1,0
5021372,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-4,C,1
5021373,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-20,C,1
5021375,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-38,X,1
5021377,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-7,C,1
5021378,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,0,C,1
5021379,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,0,0,1
5021380,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,0,C,1
5021381,F,0,1,0,7,5,4,3,5,0,7,1,0,0,1,Managers,2.0,-45,C,1
5021382,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,0,C,1
5021383,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-12,X,0
5021384,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-25,C,0
5021385,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,0,C,1
5021386,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-41,X,0
5021387,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-21,C,1
5021388,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-28,C,1
5021389,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-46,X,0
5021390,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,-6,X,1
5021391,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,0,X,1
5021392,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,UNKOWN,3.0,0,X,1
5021393,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-2,C,1
5021394,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-18,X,0
5021397,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,0,0,1
5021398,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,0,C,1
5021399,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-3,C,1
5021402,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-21,C,1
5021404,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,0,0,1
5021405,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-25,C,1
5021406,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,-25,C,1
5113134,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,0,0,1
5113135,F,0,1,0,6,3,3,2,5,1,8,1,0,0,0,UNKOWN,1.0,0,0,1
5021410,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021413,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021414,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,X,1
5021415,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,X,1
5021416,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021419,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021420,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021421,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,C,1
5021423,F,0,1,0,8,5,2,3,5,2,1,1,1,1,0,Private service staff,2.0,0,0,1
5021425,F,1,1,0,7,3,2,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,C,1
5021429,F,0,1,0,2,3,4,1,5,2,3,1,0,0,0,Sales staff,1.0,-1,C,1
5021430,F,0,1,0,2,3,4,1,5,2,3,1,0,0,0,Sales staff,1.0,-1,5,0
5021431,F,0,1,0,2,3,4,1,5,2,3,1,0,0,0,Sales staff,1.0,-9,5,0
5021434,M,0,1,1,8,5,2,3,5,3,7,1,0,0,0,Laborers,3.0,0,C,1
5021435,M,0,1,1,8,5,2,3,5,3,7,1,0,0,0,Laborers,3.0,0,C,1
5113145,M,0,1,1,8,5,2,3,5,3,7,1,0,0,0,Laborers,3.0,0,C,1
5021436,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,-28,X,1
5021437,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,0,0,1
5021438,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,0,0,1
5021439,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,-35,X,1
5021440,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,0,0,1
5021441,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,0,0,1
5021442,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,-31,X,1
5021443,M,0,1,1,2,5,2,3,5,9,5,1,0,0,0,Drivers,3.0,-22,X,1
5021444,F,0,1,0,2,5,2,3,0,6,1,1,1,1,0,Core staff,2.0,0,0,0
5021445,F,0,1,0,2,5,2,3,0,6,1,1,1,1,0,Core staff,2.0,0,C,1
5021446,F,0,1,0,2,5,2,3,0,6,1,1,1,1,0,Core staff,2.0,0,0,1
5021448,F,0,1,0,6,3,2,3,5,1,3,1,0,0,0,Cleaning staff,2.0,0,0,1
5021450,F,0,1,0,6,3,2,3,5,1,3,1,0,0,0,Cleaning staff,2.0,-40,X,1
5021451,F,0,1,0,6,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,0,1
5021452,F,0,1,0,6,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,X,1
5021453,F,0,1,0,6,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,-10,X,0
5021454,F,0,1,0,6,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,0,1
5113170,F,0,1,0,6,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,X,1
5021455,F,0,1,0,0,5,2,3,5,2,6,1,1,1,0,Sales staff,2.0,0,C,1
5021456,F,0,1,0,0,5,2,3,5,2,6,1,1,1,0,Sales staff,2.0,0,0,1
5021457,F,0,1,0,0,5,2,3,5,2,6,1,1,1,0,Sales staff,2.0,-1,C,1
5021458,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,0,1
5021459,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,X,1
5021460,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,C,1
5021461,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,X,1
5021462,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,0,1
5021463,F,1,0,1,7,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,C,1
5021464,F,1,1,1,5,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,X,1
5021465,F,1,1,1,5,5,4,3,5,8,6,1,0,0,0,Core staff,3.0,0,0,1
5021466,F,0,1,0,0,3,2,3,5,9,7,1,0,0,0,Core staff,2.0,0,C,1
5021467,F,0,1,0,0,3,2,3,5,9,7,1,0,0,0,Core staff,2.0,0,X,1
5021468,F,0,1,0,0,3,2,3,5,9,7,1,0,0,0,Core staff,2.0,0,0,1
5021471,F,0,1,0,4,3,2,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,1,0
5021472,F,0,1,0,4,3,2,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,X,1
5021474,M,0,1,1,2,5,2,3,5,9,5,1,0,1,1,Laborers,3.0,0,C,0
5021486,M,0,1,1,2,5,2,3,5,9,5,1,0,1,1,Laborers,3.0,0,1,0
5021475,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,-2,0,0
5021476,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,0,1
5021477,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,-42,X,1
5021478,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,C,1
5021479,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,X,1
5021480,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,C,1
5021481,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,C,1
5021482,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,-1,C,0
5021483,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,0,C,1
5021484,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,-1,C,1
5021485,F,0,1,0,2,5,2,3,5,7,3,1,0,1,1,Cooking staff,2.0,-2,C,1
5021487,M,1,1,0,2,3,2,3,0,8,5,1,0,0,0,Laborers,2.0,0,C,1
5021488,M,1,1,0,2,3,2,3,0,8,5,1,0,0,0,Laborers,2.0,0,C,1
5021489,M,1,1,0,2,3,2,3,0,8,5,1,0,0,0,Laborers,2.0,0,C,1
5021490,M,0,1,0,2,5,2,1,5,8,7,1,0,1,0,Sales staff,1.0,0,0,1
5021491,M,0,1,0,2,5,2,1,5,8,7,1,0,1,0,Sales staff,1.0,0,C,1
5021493,F,0,1,1,4,5,2,3,4,4,4,1,0,0,0,Sales staff,3.0,0,C,0
5021494,F,0,1,1,4,5,2,3,4,4,4,1,0,0,0,Sales staff,3.0,0,C,1
5021496,F,0,1,1,4,5,2,3,5,5,2,1,0,0,0,UNKOWN,3.0,-16,0,1
5021497,F,0,1,1,4,5,2,3,5,5,2,1,0,0,0,UNKOWN,3.0,0,0,1
5021498,F,0,1,1,4,5,2,3,5,5,2,1,0,0,0,UNKOWN,3.0,-23,X,1
5021499,F,0,1,1,4,5,2,3,5,5,2,1,0,0,0,UNKOWN,3.0,-1,X,1
5021500,M,1,1,4,8,5,2,3,5,6,7,1,0,0,0,Laborers,6.0,-1,C,1
5113188,M,1,1,4,8,5,2,3,5,6,7,1,0,0,0,Laborers,6.0,0,0,1
5021502,F,0,1,0,6,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,-11,C,1
5021504,F,0,1,0,6,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,C,1
5021506,F,0,1,0,6,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,0,1
5021507,F,0,1,0,6,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,0,C,1
5021508,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-1,X,1
5021509,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-16,X,1
5021510,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,0,C,1
5021513,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-9,C,1
5021514,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,0,0,1
5021515,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,0,X,1
5021516,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,0,C,1
5021517,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-8,X,1
5021518,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-8,X,1
5021519,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,0,C,1
5021520,F,0,1,0,4,5,2,3,5,3,0,1,0,1,0,High skill tech staff,2.0,-29,X,1
5021522,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,-20,C,1
5021525,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,-8,C,1
5021526,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,0,X,1
5021527,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,-25,X,1
5021528,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,-23,C,1
5021529,F,0,0,0,6,5,4,3,5,2,1,1,0,0,1,Core staff,2.0,-26,C,1
5021530,F,0,1,0,1,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,-18,X,1
5021532,F,0,1,0,1,3,4,2,5,0,8,1,0,0,0,UNKOWN,1.0,0,X,1
5021533,M,1,1,0,2,5,2,3,0,7,3,1,0,0,0,Laborers,2.0,0,0,1
5021534,M,0,1,0,0,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,0,C,1
5021535,M,0,1,0,0,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,-3,C,1
5021536,M,0,1,0,0,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,-5,C,1
5021537,M,0,1,0,0,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,0,C,1
5021538,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,0,0,1
5021539,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,-7,C,1
5021540,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,-42,X,1
5021541,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,0,0,1
5021542,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,0,C,1
5021543,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,-25,X,1
5113211,F,1,0,1,8,5,4,3,5,9,4,1,0,0,0,UNKOWN,3.0,-9,C,1
5021544,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021545,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021546,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021547,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021548,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021549,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,-17,X,1
5021550,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,C,1
5021551,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,0,0,1
5021552,F,0,1,0,6,3,2,3,5,1,4,1,0,0,0,Medicine staff,2.0,-12,X,0
5021553,F,0,1,1,6,3,2,3,5,6,6,1,0,0,0,Sales staff,3.0,0,0,1
5021554,M,1,1,1,6,3,2,2,5,7,7,1,0,0,0,Drivers,2.0,0,C,1
5021555,M,0,1,0,2,5,2,3,5,3,7,1,0,0,0,Drivers,2.0,-45,X,1
5021558,M,0,1,0,2,5,2,3,5,3,7,1,0,0,0,Drivers,2.0,0,0,1
5021559,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,-12,X,1
5021560,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,0,X,1
5021561,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,0,X,1
5021562,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,-11,X,1
5021563,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,-8,X,1
5021564,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,0,0,1
5021565,M,1,1,0,9,5,3,3,5,9,8,1,1,1,0,Sales staff,2.0,0,X,1
5021566,F,0,0,0,0,5,2,3,5,5,1,1,0,0,0,UNKOWN,2.0,0,0,0
5021568,F,0,1,2,2,5,4,3,5,7,1,1,0,1,1,High skill tech staff,4.0,-46,X,1
5021569,F,0,1,2,2,5,4,3,5,7,1,1,0,1,1,High skill tech staff,4.0,0,0,0
5021570,F,0,1,2,2,5,4,3,5,7,1,1,0,1,1,High skill tech staff,4.0,-11,X,1
5021571,F,0,1,2,2,5,4,3,5,7,1,1,0,1,1,High skill tech staff,4.0,0,0,1
5021572,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-3,C,1
5021573,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,0,C,1
5021574,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-1,C,1
5021575,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-10,C,1
5021576,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-11,C,1
5021577,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-14,C,1
5021578,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,0,C,1
5021579,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,0,C,1
5021580,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,0,C,1
5021581,M,0,0,0,8,5,3,3,5,9,4,1,0,0,0,UNKOWN,2.0,-4,C,1
5021582,F,0,0,1,0,5,2,3,1,7,4,1,0,0,0,Cooking staff,3.0,-8,X,1
5021583,F,0,0,1,0,5,2,3,1,7,4,1,0,0,0,Cooking staff,3.0,0,C,1
5021584,F,0,0,1,0,5,2,3,1,7,4,1,0,0,0,Cooking staff,3.0,0,C,1
5021585,F,0,0,1,0,5,2,3,1,7,4,1,0,0,0,Cooking staff,3.0,0,0,1
5021586,F,1,1,0,7,5,3,2,5,2,5,1,1,0,0,Accountants,1.0,0,X,1
5021587,F,1,1,0,7,5,3,2,5,2,5,1,1,0,0,Accountants,1.0,0,X,1
5021588,F,1,1,0,7,5,3,2,5,2,5,1,1,0,0,Accountants,1.0,-1,X,1
5021589,F,1,1,0,7,5,3,2,5,2,5,1,1,0,0,Accountants,1.0,-18,X,1
5021590,F,1,1,0,7,5,3,2,5,2,5,1,1,0,0,Accountants,1.0,0,0,1
5021591,F,0,1,0,1,3,2,3,5,1,8,1,0,0,0,UNKOWN,2.0,-13,C,1
5021594,M,1,1,1,8,3,2,3,5,2,5,1,0,1,0,Managers,3.0,0,0,1
5021595,M,1,1,1,8,3,2,3,5,2,5,1,0,1,0,Managers,3.0,0,X,1
5021597,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,-23,X,1
5021608,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,-42,X,0
5021609,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,-13,C,0
5021610,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,0,1
5021611,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,1,0
5021612,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,0,0,1
5021613,F,1,1,0,9,3,4,3,5,1,8,1,0,1,0,UNKOWN,2.0,-27,X,1
5021600,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,-25,X,1
5021601,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,0,0,1
5021602,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,0,0,1
5021603,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,0,0,1
5021604,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,0,0,1
5021605,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,-9,X,1
5021606,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,-9,X,1
5021607,F,0,1,0,7,5,4,3,5,2,3,1,0,1,0,UNKOWN,2.0,0,C,1
5021614,M,1,1,1,6,3,2,3,4,4,5,1,0,0,0,Sales staff,3.0,0,C,1
5021616,F,1,1,0,8,5,3,3,5,8,3,1,0,0,0,UNKOWN,2.0,-4,C,1
5021617,F,0,1,0,1,5,2,3,5,5,7,1,0,0,0,Cooking staff,2.0,0,0,1
5021620,F,1,1,3,2,5,4,3,5,5,8,1,0,0,0,Managers,5.0,0,C,1
5021622,F,1,1,3,2,5,4,3,5,5,8,1,0,0,0,Managers,5.0,0,C,1
5021623,F,1,1,3,2,5,4,3,5,5,8,1,0,0,0,Managers,5.0,-6,C,1
5021624,F,1,1,3,2,5,4,3,5,5,8,1,0,0,0,Managers,5.0,0,C,1
5021627,F,1,1,0,7,3,2,2,5,1,8,1,0,0,1,UNKOWN,1.0,0,C,0
5021628,F,1,1,0,7,3,2,2,5,1,8,1,0,0,1,UNKOWN,1.0,0,C,0
5021629,F,1,1,0,7,3,2,2,5,1,8,1,0,0,1,UNKOWN,1.0,0,X,1
5021630,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,0,C,1
5021632,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,-37,X,1
5021633,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,0,C,1
5021634,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,0,C,1
5021637,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,0,0,1
5090274,M,0,1,0,4,5,4,3,5,8,2,1,0,0,0,UNKOWN,2.0,0,0,1
5021639,F,0,1,0,1,3,2,3,5,1,7,1,0,0,0,Medicine staff,2.0,0,0,0
5021640,F,0,1,0,1,3,2,3,5,1,7,1,0,0,0,Medicine staff,2.0,0,0,0
5021641,F,0,1,0,1,3,2,3,5,1,7,1,0,0,0,Medicine staff,2.0,0,0,0
5021642,F,0,1,0,1,3,2,3,5,1,7,1,0,0,0,Medicine staff,2.0,0,C,1
5021643,F,0,1,0,1,3,2,3,5,6,8,1,0,1,0,UNKOWN,2.0,0,C,0
5021644,F,1,1,0,4,3,2,3,5,0,8,1,0,0,0,UNKOWN,2.0,0,C,1
5021645,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,-47,X,1
5021646,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,0,1,0
5021647,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,-31,X,1
5021648,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,-21,1,0
5021649,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,-4,X,1
5021650,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,0,C,1
5021651,F,0,1,0,8,5,4,3,5,7,1,1,0,0,1,Managers,2.0,0,X,1
5021652,M,1,1,1,8,5,2,3,5,6,5,1,0,0,0,Low-skill Laborers,3.0,-21,C,1
5021653,M,1,1,1,8,5,2,3,5,6,5,1,0,0,0,Low-skill Laborers,3.0,-36,X,0
5021654,M,1,1,1,8,5,2,3,5,6,5,1,0,0,0,Low-skill Laborers,3.0,0,X,1
5021655,M,1,1,1,8,5,2,3,5,6,5,1,0,0,0,Low-skill Laborers,3.0,-22,X,0
5021656,M,1,1,1,8,5,2,3,5,6,5,1,0,0,0,Low-skill Laborers,3.0,-8,X,1
