,Unnamed: 0,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,SAFE
16581,601254,5116004,M,1,1,1,9,3,4,3,5,4,3,1,0,0,0,High skill tech staff,3.0,-2,X,1
16582,217951,5045793,F,0,0,0,9,5,4,2,5,1,5,1,0,0,0,,1.0,0,X,1
16583,116582,5028470,F,1,1,2,2,5,2,3,5,7,7,1,0,0,1,Drivers,4.0,0,0,1
16584,480150,5092436,F,1,1,0,1,3,2,3,5,2,8,1,0,1,0,,2.0,-7,C,1
16585,524418,5100113,F,1,1,0,6,5,3,3,4,6,6,1,1,1,0,Laborers,2.0,-2,X,1
16586,667439,5126817,M,0,1,1,4,3,2,3,5,8,3,1,0,1,1,Laborers,3.0,-44,0,1
16587,719418,5143036,M,0,0,1,8,5,4,3,5,9,5,1,1,0,0,High skill tech staff,3.0,-19,X,1
16588,486256,5095195,F,0,1,0,1,5,2,2,5,4,3,1,0,1,0,Medicine staff,1.0,-12,C,1
16589,233440,5047768,M,0,1,0,4,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
16590,183627,5038729,M,1,1,0,6,5,4,3,5,6,8,1,0,0,0,Managers,2.0,-32,C,1
16591,637089,5118477,F,0,1,0,5,5,2,3,5,3,6,1,0,0,0,Laborers,2.0,-6,C,1
16592,101970,5025161,M,0,0,0,9,5,2,3,5,7,1,1,0,0,0,Laborers,2.0,0,0,1
16593,625787,5117620,F,0,0,0,5,5,4,3,5,1,1,1,0,0,0,Core staff,2.0,0,0,1
16594,737458,5146425,M,1,0,0,8,3,3,3,0,9,6,1,0,0,0,Sales staff,2.0,0,C,1
16595,5978,5009192,F,0,0,0,8,5,4,3,5,3,0,1,1,1,0,Managers,2.0,0,C,1
16596,196731,5041689,F,0,1,0,8,5,2,1,5,9,6,1,0,0,0,Accountants,1.0,0,X,1
16597,557438,5106155,M,1,1,0,2,5,2,3,5,5,2,1,0,1,0,Laborers,2.0,0,0,1
16598,216109,5045678,F,0,1,1,8,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,C,1
16599,325438,5062106,M,1,1,0,2,3,2,3,5,2,1,1,0,0,0,Managers,2.0,0,C,1
16600,293247,5054742,F,0,1,0,7,3,2,3,5,3,7,1,0,0,0,Laborers,2.0,0,0,1
16601,121624,5028755,F,1,0,1,9,5,4,3,5,8,3,1,0,0,0,,3.0,-4,C,1
16602,611501,5116620,F,1,1,1,4,5,2,3,5,6,2,1,0,0,0,Laborers,3.0,-1,X,1
16603,735810,5146249,F,0,1,0,7,3,2,3,5,0,8,1,0,0,0,,2.0,0,0,1
16604,752751,5149310,M,1,1,0,5,3,2,3,5,3,8,1,0,0,0,,2.0,0,0,1
16605,462067,5091379,F,1,1,2,6,5,4,3,5,7,1,1,0,0,0,Core staff,4.0,-3,X,1
16606,539288,5105128,M,1,1,0,4,5,2,3,5,8,4,1,0,0,0,Laborers,2.0,-10,C,1
16607,151333,5079001,F,0,1,0,5,3,2,2,5,1,8,1,0,1,0,,1.0,0,0,1
16608,459647,5091232,M,1,0,3,1,5,4,3,5,8,4,1,0,0,0,Drivers,5.0,0,0,1
16609,397185,5069353,F,1,1,0,7,5,4,3,5,8,2,1,1,0,0,,2.0,0,C,1
16610,355897,5066953,F,0,1,0,0,3,2,3,5,0,8,1,0,0,0,,2.0,0,X,1
16611,207333,5044562,F,0,0,0,8,5,3,3,5,4,3,1,1,1,0,,2.0,-23,X,1
16612,186632,5038911,F,0,1,1,2,3,2,3,0,8,3,1,0,0,0,Laborers,3.0,0,X,1
16613,209486,5045056,M,0,1,2,9,5,2,3,5,6,0,1,0,1,0,Drivers,4.0,-13,X,1
16614,413673,5087553,M,1,1,0,2,5,2,3,5,5,3,1,0,0,0,Laborers,2.0,0,0,1
16615,118564,5028591,F,0,1,0,2,5,2,3,5,1,4,1,0,0,0,HR staff,2.0,0,C,1
16616,730910,5145734,M,1,0,1,8,3,2,3,5,9,6,1,0,0,0,Drivers,3.0,0,X,1
16617,362994,5067312,F,1,1,0,7,3,2,3,5,0,8,1,0,0,0,,2.0,0,C,1
16618,774225,5100430,M,1,0,0,5,5,2,1,5,4,7,1,0,0,0,Laborers,1.0,0,C,1
16619,620267,5117187,M,0,0,1,8,3,2,1,5,6,6,1,1,1,0,Managers,2.0,0,0,1
16620,616375,5116910,M,1,1,0,1,5,2,3,5,3,0,1,1,1,0,Laborers,2.0,0,C,1
16621,119005,5028612,M,1,1,0,7,3,4,1,0,8,3,1,0,1,0,Sales staff,1.0,0,C,1
16622,127198,5029057,M,1,1,2,9,3,4,3,5,6,2,1,0,0,0,Core staff,4.0,0,C,1
16623,39347,5018501,F,1,1,0,0,5,2,3,5,2,6,1,1,1,0,Cooking staff,2.0,0,C,1
16624,341268,5065432,F,0,1,0,7,5,2,1,5,3,7,1,0,0,0,Cleaning staff,1.0,0,0,1
16625,414325,5087729,M,0,1,0,7,3,4,3,5,4,8,1,0,0,0,,2.0,-26,0,1
16626,177861,5037201,F,0,1,0,7,3,2,3,5,9,8,1,0,0,1,,2.0,0,C,1
16627,111336,5026548,F,0,1,0,2,3,2,2,5,0,8,1,0,0,0,,1.0,0,0,1
16628,210880,5045299,F,1,1,0,8,5,4,3,5,1,0,1,0,0,0,Core staff,2.0,-8,X,1
16629,584902,5114228,M,1,0,2,7,5,2,3,5,3,0,1,1,0,0,Laborers,4.0,-18,X,1
16630,541952,5105267,M,1,1,0,7,5,4,3,5,4,1,1,0,1,0,,2.0,-5,0,1
16631,601091,5115996,M,1,1,2,5,5,4,3,5,6,3,1,0,0,0,Managers,4.0,0,C,1
16632,405385,5079169,F,0,1,0,0,3,3,3,5,7,5,1,1,1,0,,2.0,0,X,1
16633,502217,5096323,F,1,0,0,5,3,2,1,5,0,8,1,0,1,0,,1.0,-4,C,1
16634,701617,5140141,M,0,0,0,9,5,2,3,5,3,2,1,1,1,1,Managers,2.0,0,X,1
16635,693364,5137413,F,0,0,0,1,3,2,1,5,0,8,1,0,1,0,,1.0,-5,C,1
16636,73067,5023133,F,0,1,1,5,5,4,3,5,7,4,1,0,0,1,Core staff,3.0,0,C,1
16637,612873,5116693,F,0,1,2,4,5,2,3,5,8,1,1,0,1,0,High skill tech staff,4.0,0,0,1
16638,700841,5140021,F,1,1,1,5,3,2,1,5,8,5,1,0,0,0,Private service staff,2.0,0,C,1
16639,731121,5145770,F,1,1,4,1,5,4,3,5,6,4,1,0,0,0,Core staff,6.0,-30,0,1
16640,260049,5052722,F,0,0,0,2,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
16641,161345,5036643,F,1,0,0,2,3,2,3,5,9,3,1,0,0,0,Core staff,2.0,-23,C,1
16642,126400,5029014,F,0,1,0,1,5,2,3,5,6,7,1,0,0,0,Laborers,2.0,0,C,1
16643,715264,5142824,M,1,0,1,5,5,4,1,5,5,0,1,0,1,0,Managers,2.0,0,C,1
16644,378230,5068135,F,0,1,0,4,3,2,1,5,1,8,1,0,0,0,,1.0,0,C,1
16645,146831,5033780,F,0,1,0,2,3,2,2,5,1,8,1,0,0,0,,1.0,0,C,1
16646,651843,5125881,F,1,1,2,5,3,4,3,5,8,5,1,0,0,1,Sales staff,4.0,0,C,1
16647,521118,5117579,F,1,0,0,5,5,2,3,5,2,0,1,0,0,0,Medicine staff,2.0,0,C,1
16648,288398,5054434,M,0,1,0,5,3,4,3,5,2,8,1,0,0,0,,2.0,0,C,1
16649,546671,5105524,M,1,1,0,2,5,2,3,5,9,4,1,0,0,0,,2.0,-20,0,1
16650,489385,5095354,F,1,1,0,5,3,2,3,5,7,5,1,0,0,0,Accountants,2.0,0,C,1
16651,303752,5061106,M,1,1,1,7,5,2,3,5,4,1,1,0,0,0,Core staff,3.0,0,0,1
16652,230704,5046542,M,1,1,1,9,5,4,3,2,7,5,1,0,0,0,Core staff,3.0,0,0,1
16653,124741,5028926,F,1,1,0,1,5,2,3,5,3,4,1,0,0,0,Sales staff,2.0,0,C,1
16654,661902,5126488,F,0,0,0,0,5,2,2,5,2,2,1,0,0,0,Sales staff,1.0,0,0,1
16655,267984,5053234,M,1,1,2,8,5,2,3,5,5,7,1,1,1,0,Drivers,4.0,0,C,1
16656,611922,5116639,F,0,1,1,6,5,2,3,5,4,6,1,0,0,1,,3.0,0,X,1
16657,492642,5095629,F,0,0,1,5,5,2,1,1,9,7,1,0,0,0,Medicine staff,2.0,-1,0,1
16658,631448,5118093,F,1,0,0,4,5,2,3,5,5,2,1,0,0,0,Accountants,2.0,0,C,1
16659,463509,5091464,M,1,1,0,1,3,4,3,5,0,8,1,0,0,0,,2.0,-24,0,1
16660,258737,5052640,F,0,1,0,7,5,4,2,5,1,0,1,1,0,0,Sales staff,1.0,-42,C,1
16661,209535,5045072,M,0,1,0,0,3,2,3,5,3,8,1,0,0,0,,2.0,-6,X,1
16662,684966,5136959,F,0,0,2,7,5,4,1,5,7,0,1,1,0,0,Medicine staff,3.0,0,X,1
16663,902,5008864,F,1,1,2,2,5,2,3,5,4,2,1,0,0,0,Laborers,4.0,0,0,1
16664,350876,5066616,F,0,1,0,3,5,2,3,5,2,8,1,0,0,1,Cooking staff,2.0,-30,X,1
16665,682201,5135947,M,0,1,0,8,5,4,1,5,5,2,1,0,1,0,Laborers,1.0,0,C,1
16666,206615,5042330,F,0,1,1,0,5,4,3,5,8,3,1,0,0,0,Laborers,3.0,0,C,1
16667,139349,5029769,F,0,1,0,1,5,2,3,5,1,6,1,0,0,0,Medicine staff,2.0,-32,C,1
16668,92080,5024298,F,0,1,0,1,5,2,3,5,3,0,1,1,1,1,Laborers,2.0,0,C,1
16669,505010,5096537,F,1,0,0,6,3,2,3,5,5,1,1,1,0,0,Medicine staff,2.0,0,C,1
16670,623471,5117400,M,0,0,0,5,3,2,1,5,9,4,1,0,0,0,Laborers,1.0,0,0,1
16671,149240,5078859,M,0,0,0,9,5,2,3,1,6,6,1,0,1,0,Drivers,2.0,0,1,0
16672,215470,5045637,M,1,1,1,3,5,2,3,5,5,0,1,1,0,0,Laborers,3.0,0,0,1
16673,232411,5047700,F,1,1,0,1,5,4,1,5,8,6,1,0,0,1,,1.0,0,0,1
16674,214908,5045602,F,1,0,0,1,5,4,3,4,5,4,1,0,0,0,,2.0,0,C,1
16675,155171,5035704,F,0,1,0,0,3,4,3,5,1,8,1,0,0,0,,2.0,-22,X,1
16676,624721,5117510,F,0,0,2,5,5,2,3,5,7,8,1,1,0,0,Cooking staff,4.0,0,X,1
16677,176767,5145938,F,0,1,1,9,3,4,1,5,5,7,1,0,0,0,Accountants,2.0,-13,X,1
16678,209827,5045127,F,0,1,0,6,3,2,2,5,1,8,1,0,0,0,,1.0,-25,X,1
16679,604213,5116191,F,1,1,2,7,5,2,2,5,8,1,1,1,1,0,Managers,3.0,-1,C,1
16680,279185,5053917,F,1,0,0,7,5,4,3,5,5,3,1,0,0,0,Managers,2.0,0,C,1
16681,628395,5117847,F,0,0,0,2,3,2,2,5,0,8,1,0,0,0,,1.0,0,0,1
16682,656972,5126192,M,0,0,0,8,5,2,3,5,1,6,1,1,0,0,Cooking staff,2.0,-3,C,1
16683,110632,5026371,M,0,1,1,1,5,4,3,5,6,0,1,1,1,0,,3.0,-51,X,1
16684,535667,5104941,F,0,1,3,0,3,2,3,5,4,7,1,1,1,0,Sales staff,5.0,0,C,1
16685,585079,5114239,F,0,0,0,8,5,2,3,5,4,6,1,1,0,0,Managers,2.0,0,C,1
16686,163529,5036751,F,1,0,1,0,5,2,3,5,5,5,1,0,0,0,Core staff,3.0,0,C,1
16687,327107,5062177,F,0,1,2,2,3,2,3,5,5,6,1,0,0,0,Sales staff,4.0,0,X,1
16688,81630,5023662,M,0,1,2,1,5,2,3,5,6,6,1,1,1,0,Laborers,4.0,0,C,1
16689,484107,5095015,F,0,1,0,7,3,2,3,5,7,6,1,0,0,0,,2.0,-58,X,1
16690,755420,5149455,M,1,1,0,7,5,4,3,0,7,3,1,0,0,0,Laborers,2.0,0,0,1
16691,591477,5115430,F,1,1,2,6,3,2,3,5,7,2,1,0,0,0,High skill tech staff,4.0,0,C,1
16692,320728,5061872,M,0,1,0,4,5,2,1,5,8,7,1,1,0,1,Drivers,1.0,0,C,1
16693,675941,5135586,M,1,1,2,8,5,4,3,5,8,4,1,0,0,0,Laborers,4.0,0,C,1
16694,54251,5022059,F,0,1,0,0,5,2,3,5,5,1,1,0,0,1,Laborers,2.0,0,X,1
16695,458780,5091176,F,0,1,1,0,5,2,2,5,8,3,1,1,1,0,Accountants,2.0,0,C,1
16696,436718,5089751,M,0,0,1,1,5,2,1,5,3,1,1,0,0,0,Laborers,2.0,0,C,1
16697,438826,5089887,F,0,1,0,4,5,4,3,5,8,4,1,0,0,0,Sales staff,2.0,0,C,1
16698,175062,5139973,F,0,1,1,0,5,2,3,5,7,6,1,1,0,0,Core staff,3.0,0,X,1
16699,263612,5052955,F,0,1,0,4,3,2,2,5,0,8,1,0,1,0,,1.0,-10,C,1
16700,441423,5090047,M,0,0,1,7,5,4,3,5,6,0,1,0,0,0,Core staff,3.0,-29,X,1
16701,229921,5046505,F,0,1,0,8,3,4,2,5,2,6,1,0,0,0,Managers,1.0,0,C,1
16702,124687,5028919,F,1,1,0,1,5,2,3,5,3,4,1,0,0,0,Sales staff,2.0,-10,C,1
16703,511689,5096944,M,1,0,0,2,5,3,3,5,9,6,1,1,0,0,Managers,2.0,-6,X,1
16704,168142,5036900,F,0,1,0,4,5,4,3,5,9,7,1,0,0,0,,2.0,0,0,1
16705,276076,5053760,F,0,1,0,9,5,2,3,5,5,3,1,1,1,0,Cooking staff,2.0,0,X,1
16706,202324,5042038,F,0,0,0,6,3,2,3,5,7,3,1,1,0,0,Managers,2.0,0,0,1
16707,397018,5069334,M,1,1,1,7,5,4,3,5,9,7,1,0,0,0,Sales staff,3.0,0,C,1
16708,484985,5095089,F,0,1,2,6,5,4,3,5,6,2,1,0,1,0,High skill tech staff,4.0,-51,X,1
16709,297766,5058248,F,0,1,0,0,5,4,3,5,7,7,1,1,1,0,Core staff,2.0,0,C,1
16710,732229,5145858,F,0,0,1,5,3,2,3,5,6,6,1,0,0,0,Laborers,3.0,-1,C,1
16711,202351,5042040,F,0,0,0,6,3,2,3,5,7,3,1,1,0,0,Managers,2.0,0,X,1
16712,210475,5045215,F,0,1,1,0,5,2,3,5,4,0,1,1,0,0,Medicine staff,3.0,-21,X,1
16713,723761,5143262,F,0,1,0,4,3,2,3,5,1,8,1,0,1,0,,2.0,0,C,1
16714,157254,5036241,M,0,1,0,4,3,2,3,5,1,8,1,0,0,0,,2.0,-33,X,1
16715,431905,5089523,F,1,0,0,8,5,4,3,3,7,3,1,1,0,0,Medicine staff,2.0,0,C,1
16716,361937,5067265,F,1,1,0,8,5,2,3,5,2,4,1,0,1,0,,2.0,0,0,1
16717,672404,5135253,F,0,1,2,4,5,2,3,5,8,6,1,0,1,0,Sales staff,4.0,-31,X,1
16718,216066,5045675,F,0,1,1,8,5,2,3,5,7,1,1,0,0,0,Medicine staff,3.0,0,0,1
16719,507061,5096682,F,1,0,0,9,5,2,3,5,7,1,1,1,1,0,Drivers,2.0,0,X,1
16720,273496,5053591,M,1,1,0,9,5,4,3,5,8,7,1,0,0,0,Managers,2.0,0,0,1
16721,278250,5053867,F,0,1,0,9,5,4,1,5,4,7,1,1,1,0,Managers,1.0,0,C,1
16722,722227,5143176,M,1,0,0,7,3,2,1,5,3,3,1,0,0,0,Managers,1.0,-4,C,1
16723,111127,5026497,F,0,1,0,7,5,2,2,5,3,5,1,0,0,0,Laborers,1.0,0,0,1
16724,547740,5105605,F,0,1,5,4,5,2,3,5,7,2,1,0,0,0,Laborers,7.0,-10,C,1
16725,509220,5096799,F,0,1,0,0,3,2,2,5,2,0,1,1,1,0,Sales staff,1.0,-9,C,1
16726,707461,5142403,F,1,1,0,6,3,2,2,5,0,8,1,0,0,0,,1.0,-7,C,1
16727,331422,5062366,F,1,1,0,6,5,2,3,5,8,6,1,1,1,0,Core staff,2.0,0,X,1
16728,350571,5066583,F,1,1,1,8,5,3,1,5,8,4,1,0,0,0,Core staff,2.0,0,X,1
16729,758824,5149646,F,0,1,0,8,3,2,1,5,0,8,1,0,0,0,,1.0,0,X,1
16730,376493,5068038,F,0,0,0,1,5,2,3,0,3,0,1,0,0,0,Medicine staff,2.0,0,C,1
16731,63007,5022566,F,0,1,1,7,5,4,3,5,7,5,1,0,0,0,Sales staff,3.0,0,X,1
16732,101037,5024790,F,0,1,0,7,3,4,3,5,0,8,1,0,0,0,,2.0,-23,X,1
16733,361651,5067254,M,1,1,0,9,3,2,3,5,1,8,1,0,0,1,,2.0,0,0,1
16734,176250,5139327,F,0,1,0,4,3,2,3,5,0,8,1,0,1,0,,2.0,0,C,1
16735,569639,5113250,M,0,1,1,9,5,4,2,5,6,7,1,0,0,0,High skill tech staff,2.0,-14,X,1
16736,569644,5113251,F,1,1,0,7,5,2,1,0,8,7,1,0,0,0,Sales staff,1.0,0,C,1
16737,336425,5062595,F,0,1,0,1,5,2,3,5,1,1,1,0,0,0,Cooking staff,2.0,0,X,1
16738,116340,5028457,F,0,1,1,5,5,2,3,5,5,6,1,0,1,1,Medicine staff,3.0,-20,C,1
16739,770279,5036590,M,1,1,0,8,5,4,3,5,1,6,1,0,0,0,Drivers,2.0,0,5,0
16740,388404,5068814,F,0,1,0,8,3,2,3,5,5,3,1,0,0,0,,2.0,-28,0,1
16741,385958,5068644,F,0,1,0,9,5,4,2,5,0,2,1,0,1,0,Accountants,1.0,0,C,1
16742,435012,5089670,M,1,0,0,5,5,2,3,5,9,6,1,0,0,0,Laborers,2.0,-9,X,1
16743,63393,5022589,F,0,1,0,6,5,2,1,5,3,0,1,0,1,0,Core staff,1.0,0,C,1
16744,718695,5142999,M,1,0,1,5,5,2,3,0,7,0,1,0,1,0,Core staff,3.0,0,X,1
16745,323076,5061975,F,0,1,0,2,5,4,3,5,6,4,1,0,0,0,Laborers,2.0,0,C,1
16746,523221,5118390,M,1,0,0,8,3,2,3,5,1,3,1,1,1,0,Managers,2.0,0,C,1
16747,86323,5023959,M,1,1,0,8,5,4,3,5,4,4,1,0,0,0,Managers,2.0,0,C,1
16748,354726,5066866,F,0,1,2,0,5,2,3,5,9,6,1,0,0,0,Sales staff,4.0,0,C,1
16749,348708,5066450,F,0,1,0,8,3,2,1,5,2,5,1,0,0,0,Cleaning staff,1.0,0,1,0
16750,201627,5097114,F,0,0,0,6,3,4,3,0,5,1,1,1,1,0,Laborers,2.0,0,C,1
16751,654021,5126015,F,0,0,1,1,5,2,3,5,5,3,1,1,1,0,Core staff,3.0,0,0,1
16752,210945,5045305,F,1,1,0,8,5,4,3,5,1,0,1,0,0,0,Core staff,2.0,-14,X,1
16753,268508,5053273,M,1,1,0,1,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
16754,388107,5068795,M,1,1,1,1,5,4,3,5,8,7,1,0,0,1,Accountants,3.0,-11,0,1
16755,258150,5052605,M,0,1,0,6,3,2,1,1,2,4,1,0,0,0,,1.0,0,0,1
16756,219532,5045882,M,0,1,0,0,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
16757,525191,5100135,F,0,1,0,2,3,2,2,5,2,5,1,1,1,0,Cooking staff,1.0,0,0,1
16758,73763,5023180,F,0,0,0,0,3,2,3,5,1,8,1,0,0,0,,2.0,0,C,1
16759,323361,5062005,F,0,1,0,5,3,2,3,5,1,8,1,0,0,1,,2.0,0,C,1
16760,673249,5135403,F,0,0,0,2,5,2,3,4,5,1,1,0,0,0,,2.0,0,C,1
16761,612343,5116662,F,0,1,1,5,5,2,3,5,5,3,1,0,0,0,Laborers,3.0,0,X,1
16762,521179,5100029,F,0,0,0,2,5,4,3,5,3,1,1,1,0,0,Accountants,2.0,-1,X,1
16763,307826,5061253,F,0,1,0,1,5,3,3,5,9,4,1,0,0,0,,2.0,0,X,1
16764,31267,5010659,M,1,1,2,8,5,2,3,5,6,1,1,0,0,0,Laborers,4.0,-15,C,1
16765,772895,5079167,M,1,0,0,6,5,2,3,0,6,5,1,0,0,0,Laborers,2.0,0,X,1
16766,505605,5096574,F,0,0,0,2,3,2,3,5,0,8,1,0,1,0,,2.0,-6,0,1
16767,600551,5115976,M,0,1,0,4,5,4,1,5,9,7,1,0,0,0,,1.0,0,X,1
16768,90716,5024210,F,0,1,0,6,5,2,1,5,4,3,1,1,1,0,,1.0,0,C,1
16769,484818,5095078,F,1,1,0,2,3,2,2,5,0,8,1,0,1,0,,1.0,-22,X,1
16770,364557,5067388,M,1,1,2,8,3,2,3,5,3,0,1,0,1,0,Laborers,4.0,0,0,1
16771,774901,5113690,F,0,1,0,8,5,2,3,5,7,1,1,0,0,1,Sales staff,2.0,0,C,1
16772,349635,5066513,F,0,1,0,4,5,2,1,5,3,0,1,0,1,0,Private service staff,1.0,-21,X,1
16773,339208,5062755,F,0,0,0,1,5,2,1,5,8,7,1,0,0,0,Core staff,1.0,0,C,1
16774,413091,5086064,F,0,1,0,2,5,2,3,5,1,0,1,0,1,0,Core staff,2.0,0,C,1
16775,1318,5008893,F,0,1,0,8,3,2,1,1,5,2,1,0,0,0,Laborers,1.0,0,C,1
16776,604815,5116225,M,1,1,0,7,3,2,3,2,0,8,1,0,0,0,,2.0,0,C,1
16777,63875,5022620,M,1,0,0,7,5,4,3,0,7,3,1,1,1,1,Core staff,2.0,0,X,1
16778,42972,5021390,F,0,1,1,2,5,4,3,5,8,6,1,0,0,0,,3.0,-6,X,1
16779,64110,5022647,M,1,1,1,2,3,4,3,5,8,8,1,0,0,0,Managers,3.0,-17,0,1
16780,457627,5091121,M,0,1,1,8,3,2,3,5,5,2,1,1,1,0,Laborers,3.0,0,0,1
16781,601551,5116021,F,1,1,0,9,3,4,2,5,0,8,1,0,1,0,,1.0,-2,0,1
16782,472496,5091974,F,0,1,0,5,3,2,3,5,5,3,1,0,0,0,Cooking staff,2.0,0,X,1
16783,652195,5125901,F,0,1,0,1,5,2,3,5,2,2,1,0,0,0,Cleaning staff,2.0,-34,X,1
16784,494203,5095767,F,1,0,0,7,5,2,2,5,5,7,1,0,0,0,Sales staff,1.0,0,X,1
16785,132242,5029329,F,1,1,0,0,5,2,3,5,6,3,1,1,0,0,,2.0,0,C,1
16786,161215,5036640,F,0,1,0,2,5,4,3,5,4,0,1,0,1,0,,2.0,0,C,1
16787,671158,5132739,M,0,1,1,0,5,2,3,5,4,1,1,0,1,0,Laborers,3.0,-31,0,1
16788,144361,5033634,M,0,0,0,5,3,2,2,5,0,7,1,0,0,0,,1.0,0,0,1
16789,22220,5010124,F,1,1,1,6,5,2,3,5,5,0,1,0,0,1,,3.0,-40,C,1
16790,400087,5074523,F,0,1,0,6,3,2,1,5,2,1,1,0,0,0,High skill tech staff,1.0,-56,X,1
16791,93412,5024398,M,1,1,2,8,5,4,3,5,7,5,1,0,1,0,,4.0,-20,C,1
16792,351475,5066652,M,1,1,0,0,5,2,3,0,8,2,1,1,0,0,,2.0,-24,C,1
16793,145783,5033710,M,1,1,0,2,3,2,3,5,6,6,1,0,0,0,Laborers,2.0,0,C,1
16794,90247,5024188,F,0,1,0,0,3,2,3,5,4,2,1,0,0,0,Sales staff,2.0,0,C,1
16795,156292,5036004,M,1,1,1,2,3,2,3,5,8,3,1,0,1,0,Laborers,3.0,-9,X,1
16796,173715,5037084,M,1,1,0,7,5,2,3,5,6,2,1,0,1,0,Laborers,2.0,-23,X,1
16797,31559,5010675,F,0,1,2,7,5,2,3,5,7,6,1,0,0,0,Sales staff,4.0,-7,X,1
16798,398862,5069464,F,1,1,0,5,5,2,3,5,7,2,1,0,0,0,Laborers,2.0,0,C,1
16799,81144,5023636,M,0,1,1,4,5,2,3,5,7,3,1,1,0,0,Laborers,3.0,0,C,1
16800,119232,5028623,F,1,1,0,2,3,2,3,5,6,5,1,0,0,0,Private service staff,2.0,-9,X,1
16801,462103,5091382,F,1,1,2,6,5,4,3,5,7,1,1,0,0,0,Core staff,4.0,0,C,1
16802,54336,5022066,F,0,1,0,6,5,4,3,0,8,1,1,0,1,0,Core staff,2.0,0,0,1
16803,387746,5068766,F,0,0,0,2,5,3,3,5,4,3,1,0,0,0,Core staff,2.0,0,0,1
16804,248353,5050546,M,0,0,2,7,5,4,3,5,4,2,1,1,0,0,Laborers,4.0,-13,C,1
16805,626205,5117637,M,0,0,0,5,3,4,3,5,8,5,1,0,1,0,Cooking staff,2.0,-8,X,1
16806,157271,5036251,F,0,1,2,7,5,4,3,3,5,7,1,0,0,0,Laborers,4.0,-39,X,1
16807,652393,5125914,F,0,0,0,4,5,4,3,5,8,2,1,0,0,0,Sales staff,2.0,0,C,1
16808,223406,5046112,M,0,0,0,2,5,4,1,5,7,4,1,1,1,0,Core staff,1.0,0,C,1
16809,420452,5088884,F,0,1,0,5,5,2,1,1,4,6,1,0,0,0,Laborers,1.0,0,C,1
16810,733627,5146001,F,0,1,0,4,3,4,3,5,0,8,1,0,1,0,,2.0,0,0,1
16811,164036,5036758,F,0,1,1,2,3,2,3,5,4,1,1,0,0,0,High skill tech staff,3.0,0,X,1
16812,623005,5117341,F,0,0,0,7,5,2,3,5,9,8,1,0,0,0,,2.0,0,X,1
16813,75546,5023306,M,1,0,1,7,5,2,3,5,8,4,1,0,0,0,Laborers,3.0,0,C,1
16814,644546,5125432,M,1,0,0,5,5,2,3,5,6,6,1,0,0,0,Laborers,2.0,0,0,1
16815,31213,5010654,M,1,1,2,8,5,2,3,5,6,1,1,0,0,0,Laborers,4.0,-11,X,1
16816,328893,5062250,F,1,0,0,8,5,2,3,5,2,1,1,0,0,0,Managers,2.0,0,C,1
16817,531174,5100333,F,1,1,0,5,3,2,3,5,8,2,1,0,0,0,Accountants,2.0,0,C,1
16818,154711,5035577,F,0,1,0,0,3,2,3,5,1,8,1,0,1,0,,2.0,-12,X,1
16819,665907,5126729,M,0,1,0,7,5,2,1,5,4,5,1,1,1,0,Drivers,1.0,-17,C,1
16820,329942,5062297,F,0,1,0,2,3,3,2,5,1,8,1,0,0,0,,1.0,0,C,1
16821,708599,5142466,F,0,1,0,4,5,2,3,2,6,1,1,0,1,0,,2.0,0,C,1
16822,343346,5065578,F,0,1,2,4,5,2,3,5,8,7,1,0,0,0,Cleaning staff,4.0,-38,C,1
16823,130044,5029210,F,0,1,0,5,3,2,3,5,0,8,1,0,1,0,,2.0,-3,C,1
16824,1459,5008898,F,0,1,0,8,3,2,1,1,5,2,1,0,0,0,Laborers,1.0,-11,C,1
16825,730321,5145696,M,1,1,0,7,5,4,1,0,9,6,1,1,1,0,,1.0,-22,0,1
16826,476716,5092255,M,1,1,0,1,5,2,3,5,3,5,1,0,0,0,Drivers,2.0,0,C,1
16827,279139,5053916,F,1,0,0,7,5,4,3,5,5,3,1,0,0,0,Managers,2.0,0,C,1
16828,663319,5126574,M,0,0,0,8,3,2,3,5,4,0,1,0,0,0,Laborers,2.0,0,X,1
16829,723700,5143260,F,0,1,0,4,3,2,3,5,1,8,1,0,1,0,,2.0,0,0,1
16830,673947,5135452,F,0,1,1,7,5,2,3,0,9,8,1,0,0,0,Cleaning staff,3.0,0,C,1
16831,271058,5053441,M,1,1,0,1,5,2,1,5,9,3,1,0,0,0,Accountants,1.0,0,C,1
16832,698179,5139760,M,1,1,0,9,5,4,3,5,0,0,1,0,0,0,Laborers,2.0,0,C,1
